<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.08.02	15:00:00	111530	112068	111460	111928	498071	1799293	1
2022.08.02	16:00:00	111928	111960	111557	111664	412739	1481431	1
2022.08.02	17:00:00	111664	112176	111600	112176	200385	603114	1
2022.08.03	09:00:00	112132	112315	111820	111987	489964	1293210	1
2022.08.03	10:00:00	111982	112041	111449	111863	987588	2903610	1
2022.08.03	11:00:00	111863	111869	111083	111315	792227	2391789	1
2022.08.03	12:00:00	111320	112095	111110	111917	558520	1835827	1
2022.08.03	13:00:00	111917	112283	111793	112100	410260	1363391	1
2022.08.03	14:00:00	112100	112132	111756	111837	357590	1233919	1
2022.08.03	15:00:00	111842	112154	111831	112052	349847	1163954	1
2022.08.03	16:00:00	112052	112278	112019	112106	312923	1087621	1
2022.08.03	17:00:00	112106	112439	112089	112375	155108	510524	1
2022.08.04	09:00:00	112202	113246	112100	113074	584126	1609353	1
2022.08.04	10:00:00	113074	113714	112999	113612	888366	2722167	1
2022.08.04	11:00:00	113618	113811	113413	113677	610491	2024348	1
2022.08.04	12:00:00	113677	113865	113499	113768	403768	1392978	1
2022.08.04	13:00:00	113763	114274	113747	114193	406934	1486461	1
2022.08.04	14:00:00	114193	114769	114118	114667	421004	1579894	1
2022.08.04	15:00:00	114672	114694	114339	114425	374621	1356887	1
2022.08.04	16:00:00	114430	114801	114382	114511	373019	1410332	1
2022.08.04	17:00:00	114511	115382	114473	115043	267258	941806	1
2022.08.05	09:00:00	114860	115355	114220	114478	776687	1994052	1
2022.08.05	10:00:00	114478	115108	113930	115070	1020496	2990249	1
2022.08.05	11:00:00	115070	115818	114710	115700	802381	2496178	1
2022.08.05	12:00:00	115705	115711	114629	114769	525805	1745685	1
2022.08.05	13:00:00	114774	115205	114764	115173	310897	1003014	1
2022.08.05	14:00:00	115178	115732	115119	115226	397613	1414682	1
2022.08.05	15:00:00	115232	115296	114495	114758	434789	1460303	1
2022.08.05	16:00:00	114758	114984	114570	114947	333119	1183453	1
2022.08.05	17:00:00	114941	115108	114785	114834	179279	597443	1
2022.08.08	09:00:00	115415	115974	115312	115818	512247	1439179	1
2022.08.08	10:00:00	115824	116760	115576	116684	1020910	2940485	1
2022.08.08	11:00:00	116684	116711	116254	116588	671129	1981759	1
2022.08.08	12:00:00	116593	116943	116313	116534	533693	1711545	1
2022.08.08	13:00:00	116534	116884	116335	116722	466577	1463826	1
2022.08.08	14:00:00	116728	117169	116711	117120	461331	1483964	1
2022.08.08	15:00:00	117126	117131	116760	116905	448680	1462506	1
2022.08.08	16:00:00	116905	117120	116738	116991	400252	1396545	1
2022.08.08	17:00:00	116997	117610	116991	117610	259998	916494	1
2022.08.09	09:00:00	117405	117771	117061	117631	624233	1674404	1
2022.08.09	10:00:00	117631	117933	116873	117056	1186184	3438495	1
